product_name,translated_name,price,img_url
【東京都の一部・神奈川県の一部】スーパー大麦　鶏そぼろ,[도쿄의 일부와 카나가와의 일부] 슈퍼 보리 치킨 밀크,¥160,https://www.family.co.jp/content/dam/family/goods/0411080.jpg
チーズインファミチキ　サンドおむすび,Famichiki 샌드위치 쌀에 치즈,¥378,https://www.family.co.jp/content/dam/family/goods/0411417.jpg
三陸産わかめごはんおむすび,Sanriku Wakame Rice Rice,¥138,https://www.family.co.jp/content/dam/family/goods/0411479.jpg
【九州】大きなおむすび　ゆかり®,[kyushu] 큰 쌀 볼 유카리 ®,¥190,https://www.family.co.jp/content/dam/family/goods/0417020.jpg
ごちむすび　たこめし,Gochi Musubi Takomeshi,¥265,https://www.family.co.jp/content/dam/family/goods/0416184.jpg
【関東の一部】炙り豚焼肉&グリルチキン弁当,[칸토의 일부] 구운 돼지 고기와 구운 닭고기 벤토,¥598,https://www.family.co.jp/content/dam/family/goods/0616041.jpg
ウーシャンフェン香る！台湾風から揚げ&炒飯,Wu Shanfeng 냄새가납니다! 대만 스타일 튀긴 볶음밥,¥646,https://www.family.co.jp/content/dam/family/goods/0616492.jpg
【四国】焼きそば弁当,[시코쿠] 야키소바 벤토,¥498,https://www.family.co.jp/content/dam/family/goods/0617048.jpg
野沢菜わさび寿司,Nozawana Wasabi Sushi,¥170,https://www.family.co.jp/content/dam/family/goods/0510400.jpg
サンド寿司　サーモンマヨ（バジル風味）,샌드위치 스시 연어 마요네즈 (바질 맛),¥340,https://www.family.co.jp/content/dam/family/goods/0510417.jpg
サーモンポテサラ巻&カニカマサラダ巻,연어 감자 샐러드 롤 & 크라카 마살라 롤,¥490,https://www.family.co.jp/content/dam/family/goods/0750837.jpg
【関東・東海・関西】ボリュームミックスサンド,"[Kanto, Tokai, Kansai] 볼륨 혼합 샌드위치",¥430,https://www.family.co.jp/content/dam/family/goods/0911009.jpg
【東京都の一部】ベーコンと厚切りトマトの野菜トーストサンド,[도쿄의 일부] 베이컨과 두꺼운 토마토 조각으로 만든 야채 토스트 샌드위치,¥498,https://www.family.co.jp/content/dam/family/goods/0912754.jpg
ポテトサラダ&たまごサラダサンド,감자 샐러드 및 계란 샐러드 샌드위치,¥248,https://www.family.co.jp/content/dam/family/goods/0911023.jpg
白生コッペパン（ダブルカフェラテ）,흰색 생 코프 팬 (Double Cafe Latte),¥150,https://www.family.co.jp/content/dam/family/goods/1534269.jpg
ソフトなチーズクリームパン,소프트 치즈 크림 빵,¥145,https://www.family.co.jp/content/dam/family/goods/1534627.jpg
スパイシーてりやきチキントースト,매운 테리야키 치킨 토스트,¥180,https://www.family.co.jp/content/dam/family/goods/1523294.jpg
【東京都の一部】国産チキンと彩り野菜うどん,[도쿄의 일부] 국내 닭고기와 다채로운 야채 우동,¥598,https://www.family.co.jp/content/dam/family/goods/0812719.jpg
焙煎ごま香る　ごまだれ冷し中華,"구운 참깨 향기, 차가운 중국 국수",¥598,https://www.family.co.jp/content/dam/family/goods/0810258.jpg
