식당 url,restaurant_name,translated_restaurant_name,menu,price,img_url
https://retty.me/area/PRE13/ARE16/SUB1602/100001739332/,立喰い鮨 浩也,서있는 초밥 히로야,---,
https://retty.me/area/PRE13/ARE16/SUB1602/100001739332/,立喰い鮨 浩也,서있는 초밥 히로야,---,
https://retty.me/area/PRE13/ARE16/SUB1602/100001739332/,立喰い鮨 浩也,서있는 초밥 히로야,LA Carte도 제공됩니다.,
https://retty.me/area/PRE13/ARE16/SUB1602/100001739332/,立喰い鮨 浩也,서있는 초밥 히로야,자세한 내용은 상점에 확인하십시오.,
https://retty.me/area/PRE13/ARE16/SUB1602/100001739332/,立喰い鮨 浩也,서있는 초밥 히로야,---,
https://retty.me/area/PRE13/ARE16/SUB1602/100001739332/,立喰い鮨 浩也,서있는 초밥 히로야,----,
https://retty.me/area/PRE13/ARE16/SUB1602/100001444552/,本格手打もり家 東京店,진정한 수제 쌀 농부 도쿄 상점,Bukkake Udon,600円
https://retty.me/area/PRE13/ARE16/SUB1602/100001444552/,本格手打もり家 東京店,진정한 수제 쌀 농부 도쿄 상점,자 루돈,600円
https://retty.me/area/PRE13/ARE16/SUB1602/100001444552/,本格手打もり家 東京店,진정한 수제 쌀 농부 도쿄 상점,카마지지 우동,600円
https://retty.me/area/PRE13/ARE16/SUB1602/100001444552/,本格手打もり家 東京店,진정한 수제 쌀 농부 도쿄 상점,간장 udon,600円
https://retty.me/area/PRE13/ARE16/SUB1602/100001444552/,本格手打もり家 東京店,진정한 수제 쌀 농부 도쿄 상점,스페셜티 카키 게는 유도 국수를 강조했습니다,980円
https://retty.me/area/PRE13/ARE16/SUB1602/100001444552/,本格手打もり家 東京店,진정한 수제 쌀 농부 도쿄 상점,Uwajima Esochikuwa와 반부 달걀 튀김 Bukkake,980円
https://retty.me/area/PRE13/ARE16/SUB1602/100001444552/,本格手打もり家 東京店,진정한 수제 쌀 농부 도쿄 상점,모리 야의 템푸라 부크 케이크,1100円
https://retty.me/area/PRE13/ARE16/SUB1602/100001444552/,本格手打もり家 東京店,진정한 수제 쌀 농부 도쿄 상점,올리브 돼지 고기 카레 우동,1320円
https://retty.me/area/PRE13/ARE16/SUB1602/100001444552/,本格手打もり家 東京店,진정한 수제 쌀 농부 도쿄 상점,올리브 쇠고기 고기 Bukkake,1600円
https://retty.me/area/PRE13/ARE16/SUB1602/100001444552/,本格手打もり家 東京店,진정한 수제 쌀 농부 도쿄 상점,Uwajima Jakoten (Yasoka Kamaboko),350円
https://retty.me/area/PRE13/ARE16/SUB1602/100001691050/,焼肉529.,야키니쿠 529.,◇ ◆ ◇ 인기있는 순위 상위 5 위 ◆ ◇,
https://retty.me/area/PRE13/ARE16/SUB1602/100001691050/,焼肉529.,야키니쿠 529.,"529의 상위 5 개 인기 아이템!당신이 이것에 익숙하지 않다면, 우리는 이것을 먼저 추천합니다!",
https://retty.me/area/PRE13/ARE16/SUB1602/100001691050/,焼肉529.,야키니쿠 529.,"권장 No. 1 ""유명한""녹색 양파 혀 소금 (3 조각)",1680円
https://retty.me/area/PRE13/ARE16/SUB1602/100001691050/,焼肉529.,야키니쿠 529.,추천 2 위 : 두꺼운 컷 혀,1680円
https://retty.me/area/PRE13/ARE16/SUB1602/100001691050/,焼肉529.,야키니쿠 529.,권장 3 위 : 하라미,1280円
https://retty.me/area/PRE13/ARE16/SUB1602/100001691050/,焼肉529.,야키니쿠 529.,권장 번호 4 : 요리사의 권장 구색,2980円
https://retty.me/area/PRE13/ARE16/SUB1602/100001691050/,焼肉529.,야키니쿠 529.,추천 4 위 : 구색의 특별한 선택,3980円
https://retty.me/area/PRE13/ARE16/SUB1602/100001691050/,焼肉529.,야키니쿠 529.,추천 5 위 : Uchikarubi,1280円
https://retty.me/area/PRE13/ARE16/SUB1602/100001691050/,焼肉529.,야키니쿠 529.,◇ ◆ ◇ 요리 메뉴 ◇ ◆ ◇,
https://retty.me/area/PRE13/ARE16/SUB1602/100001691050/,焼肉529.,야키니쿠 529.,녹색 양파 혀의 추천 소금,1680円
https://retty.me/area/PRE13/ARE16/SUB1602/100000727065/,和牛一頭流 焼肉家 肉萬 浜松町店,와규 쇠고기 원 스타일 야키 니쿠야 니쿠만 하마 마츠 cho 지점,◆ 다양한 고기 ◆,
https://retty.me/area/PRE13/ARE16/SUB1602/100000727065/,和牛一頭流 焼肉家 肉萬 浜松町店,와규 쇠고기 원 스타일 야키 니쿠야 니쿠만 하마 마츠 cho 지점,하나의 toufuyu m (서비스 2),8150円
https://retty.me/area/PRE13/ARE16/SUB1602/100000727065/,和牛一頭流 焼肉家 肉萬 浜松町店,와규 쇠고기 원 스타일 야키 니쿠야 니쿠만 하마 마츠 cho 지점,하나의 toufuyumori l (3 서빙),12000円
https://retty.me/area/PRE13/ARE16/SUB1602/100000727065/,和牛一頭流 焼肉家 肉萬 浜松町店,와규 쇠고기 원 스타일 야키 니쿠야 니쿠만 하마 마츠 cho 지점,구색의 내용은 그날에 따라 다릅니다.,
https://retty.me/area/PRE13/ARE16/SUB1602/100000727065/,和牛一頭流 焼肉家 肉萬 浜松町店,와규 쇠고기 원 스타일 야키 니쿠야 니쿠만 하마 마츠 cho 지점,도매 업체 Mori M (Serves 2),4500円
https://retty.me/area/PRE13/ARE16/SUB1602/100000727065/,和牛一頭流 焼肉家 肉萬 浜松町店,와규 쇠고기 원 스타일 야키 니쿠야 니쿠만 하마 마츠 cho 지점,도매 업체 Mori L (3 서빙),7500円
