제목,내용,글 요약,링크
移住問題④いつ?,テーマ：移住に関するあれこれ,"久々に移住計画の話。

移住する時期、これがとても悩みどころです。

③でも書いたように、下の子のことも考えなければなりません。
移住問題③場所、寮、下の子など | WASE-SA母のブログ
ameblo.jp

そうこうしていたら、長男の方がすっかり寮生活に慣れてしまい、移住しなくていい！なんて断られる可能性もなきにしもあらず。いやもう既にそんな雰囲気なんですよね…寮を満喫し過ぎて。

我々も、寮生活にはメリットをたくさん感じているので、無理に退寮しなくても良いんです。でも、週末に気軽に帰って来れるくらいの距離には住みたいんですよね。部活もたまには見てみたいし。

なので、下の子さえOKなら、すぐにでも引っ越したい気持ちです。

ただね、6年後には、60%かそれ以上の確率で早大進学。東京に戻ってくるでないの。6年って結構あっという間ですよね。

で、ここでまた振り出しに戻っちゃうんです。移住しちゃったら、今度は6年後に都内に進学する時、実家が遠くなる？！…我々こそ子離れすべきでしょうね。

早大に進学し、都内に下宿させることを考えると、今の家は維持しておくべきなのか？！？そもそも、早まって移住すべきではないのでは？はたまた、大学進学に合わせて再び関東移住するのか？下の子どうする？！

こんなことを考えていると、あっという間に1ヶ月過ぎました。

子供達が大学生になる頃には、我々も悠々自適に居を定めず、キャンピングカーで日本一周でもしていたいなぁ。"
♀縁結神社訪問♀,,
1年ぶりの販売再開?!超人気のディズニー限定パン…ミッキー型!ミッキーロングパン5/12再登場!,テーマ：TDRメニュー/ レストラン情報,"ハッピースプリング
D-Piyoでーす




さてーっ、
「おいしい！」を持ち帰れるシリーズ
Park Food To-Go
こみらは、
パークで親しまれているあのメニューを
おうちでも楽しめる形でお持ち帰りできる
こちらのシリーズ


つい先日、
まさかのランチパックの登場が発表され
めちゃめちゃ話題になりましたが………
『7年ぶりのランチパック？！TDR新作お土産…パークのカレー味！ランチパックが登場に！！！』
ハッピースプリングD-Piyoでーすわぁぁぁぁみなさんやばいやばい驚きすぎるさてーっ、以前登場し大人気になった……「おいしい！」を持ち帰れるシリーズPark …
ameblo.jp



実は同じタイミングで、
こちらも驚きの発表が…



まさかのまさかの………………



ミッキーロングパン、
販売再開


ミッキーロングパン
¥1400
販売期間：2025年 5/12-

まっっっっっっっって
まじでぇぇ

えええぇぇぇぇぇぇ驚きすぎるえ、
まってほんとに……


なんと実は今回、
ミッキーロングパン（塩バター味）が
2025年 5/12より販売再開となることが
発表されましたぁぁぁ

ちょぁぉぉ久々じゃんやば



こちらは、
一昨年発売し大人気となった
Park Food To-Goのシリーズ第一弾


パークのメニューに使用されている
ミッキー形のクルトン

こちらをおうちでも
楽してるように開発されたのが、
スライスすると同じサイズになる、
ミッキーの形をしたパン
ミッキーロングパンです

あのクルトンが
ながーいパンになっちゃったの
すごすぎませんか


実は昨年6月から
ずっと販売休止となっていましたが……

なんと今回が、
約1年ぶりのが再登場となります



こちらのパンの魅力は、
キュートな見た目だけでなく……


塩バター味になっているこで
そのままでいただくのはもちろん………

さっと焼いて食べたり、
トッピングをして食べたり、
ロングサイズなのでいろいろな食べ方を
楽しめちゃいまーす

以前購入したとき、
ほんのりバターな生地はもちろん
フレンチトーストがめちゃめちゃに
美味しかった記憶〜〜
（と思ったら記事残ってたやばい）
『整理券必須の、ミッキーロングパンを食べてみたー！』
おはようございますD-Piyoです　あの、いま起きた更新遅くなりすいませんさて、昨日行ってきたTDL 『ちょっと混み気味のTDL！』こんにちはD-Piyoです…
ameblo.jp


発売当初整理券が発行されて
ほんとに買えないくらいの人気だったし…

まさかの再販してくれるの
ほんとに嬉しいよぉぉ



販売再開日は、
2025年 5/12


販売店舗はこちら〜〜

販売店舗！！！
◯東京ディズニーランド
☑スウィートハート・カフェ

◯東京ディズニーシー
☑マンマ・ビスコッティーズ・ベーカリー

両パークのベーカリーで
購入可能となっています


なお、
販売個数の制限実施や
品切れが発生する場合があるほか、
購入の際は商品購入整理券が必要になる
場合があるそうです


また機会があれば
食べてみたいなぁぁ


まじで美味しいし楽しいし
思い出になること間違えなし


ぜひチェックしてみてくださいね
https://www.tokyodisneyresort.jp/treasure/togo/


それでは、またーっ


※画像は公式より引用"
友人宅にお呼ばれ 料理もワインも美味しい!,テーマ：ワイン,"昨夜は友人宅に御呼ばれ。
オリヴィエ・ルフレーヴのシャブリ・レ・ドゥ・リヴを持って伺いました。
いつもですがこのお宅の料理、テーブルウェアは素敵でセンスが光ります。映えますね。もうひとりのお客様も写真撮りまくりでした。折角ソムリエナイフ持っていったのにカッコよく開けられなくて凹みました！美味しい料理にワインが進み話も弾む。弾みすぎで5人とも一斉にしゃべって、誰の話を聞けばよいのか、交錯しまくりの盛り上がり。
ルフレーヴのシャブリは初めて飲みましたが、エレガントでふくよかな果実味と程よい酸味に活き活きとしたミネラル感があって美味しい！これはリピートしよう！
キャンティは久しぶりでした。ヴィラ・プッチーニ キャンティ・リゼルヴァはドライで風味のよいタンニンにスミレの香り。
東京の出版社勤めで共通の知人がいるもうひとりのお客様と写真におさまり、またついつい長居してしまいました。"
東京散歩 2日目 書き忘れてたこと,テーマ：ブログ,"こんばんは😊

『東京散歩　2日目　続きです』
こんばんは😊 『東京散歩　2日目』こんばんは😊歩数19060歩腰は痛いままです。まだまだ東京を楽しめる日数はあるから気持ちは明るい。特に計画無しに一人なので気…
ameblo.jp

うっかり
書き忘れて
いたんですけど。





お出かけから
帰ってきて
長男のアパートで
リラックスしていた時のことです。

スマホをみていた時
スマホに着信が。

何と
母親から。

次男が学校の行事で
3月に海外に行くことは
伝えていましたが。

私が
東京に行くことは
あえて
伝えていませんでした。

そんな
しょっちゅう
電話はこないのに。

なんでなんですかね？

こんな時に
電話がくるなんて。


電話にでましたら

母親『今どこにいるの？』

私『東京』

母親『エッー？？』
『何回家に電話してもでないから』

私『次男が海外に行ってるから
長男のアパートに様子をみに来た』

母親『そうなの
電話してもでないから
○○くんと喧嘩して
家出したかと思ったよ』
私『はあ？
今まで家出したことないし』

母親『東京に遊びに行ってるのね。
良かった』

その他いろいろ
話しましたが
まあ
こんな感じです。

母親の妄想は
だいたい
悪い方に考えます。

ひとそれぞれの
考え方が
あるとは思いますが。

私の場合
無事に終わってから
伝えたい
感じで。

例えば
ラインなどで
東京着いたら
東京着いたー
とか
簡単に伝えるのは
いいのですが。

だけど
母親はスマホが
怖いからって
ガラケーしか持っていません。

前に
メッセージのやり方を
チャレンジしてみましたが
上手くいかず。

結局
なんかあったら
家の電話。




なので
伝えていませんでした。

無事に新幹線に乗れるか

今回は次男が
1番でしたし。
飛行機も乗れるか。

だから
私も東京行くんだ〜
なんて
言えない。

心配性の母親の元で
育ったので
私も心配性ですが

私の場合
自分の心の中で闘っている感じ。

だから
それから解放されると
解放感が
ハンパなく
幸せなんです。

ちなみに
ダンナには
往復の新幹線の時間を
伝えた方が良いのか？
聞きましたら
『うん』
とのこと。

長男のアパートに着いたら
ラインした方が良いのか？
聞きましたら
『いらない』
とのこと。

あっさりしています。

まあ
東京行きは駄目だ
なんて言われたら

恨むわ〜。

一生恨むわ〜。

以上
書き忘れていた事でした。

ありがとうございます🙇"
やはり「自分を知ること」,テーマ：自分と向き合う,"まるふうブログへのご訪問ありがとうございます。

 
    
★初心者のためのセルフカードリーディングワークショップSTEP1  

募集を開始しております。


『5月開催 　初心者のためのセルフカードリーディングワークショップSTEP1』
まるふうブログへのご訪問ありがとうございます。 zoomで開催〜オンラインワークショップです。【まるふうショップ】◎オンラインワークショップ（zoom）〈初心…
ameblo.jp


★4/25より  募集開始〜

【5/15スタート遠隔ヒーリング】

【まるふうリーディング＆メッセージ】







    👇まるふう目線でワークショップの講師仲間を紹介〜
『講師達 『初心者のためのセルフカードリーディング ワークショップ』』
まるふうブログへのご訪問ありがとうございます。  ワークショップの講師達『初心者のためのセルフカードリーディング ワークショップ』の講師達はそれぞれの場所でワ…
ameblo.jp
★ピンとくる講師へお問い合わせください！

●講師それぞれのカラーがあります。皆さん魅力的です✨
●ワークショップの開催方法も講師により違います。
対面で受講したい皆さん  （沖縄▶︎ゆみこさん まゆみさん）（東京▶︎リコさん ）と（大阪▶︎まなみさん）へお問い合わせください
動画を録画視聴したい皆さん（▶︎まなみさん）
オンラインで受講したい皆さん 




 


やはり「自分を知ること」

ブログをご覧の皆さんも二極化が進んでいるなと感じていると思います。

今年、またエネルギーは変わるとのこと

で、、、鍵となるのが私達の中の状態

表面でどう繕っても、、、
中の状態はそのまま外へ発信され
発信されたものが実現していきます。
また、似たもの同士が集まっていきます。

（↑風のように軽やかにドンドン実現するのだろうと、、、他の方も感じていますよね）


↑のお話を聞いて、、、

えー😱
何だか今のままでは良くない〜

と思った方は腰を据えて
「自分を知ること」にトライしてみませんか？

ふわふわっと、何となく、ざっくり、ではなく
自分を丁寧に扱うことです。

見たくないからと「一部」だけみるのではなく
「全て」を知っていくことです。

そこから始めませんか？


自分の闇をもみていくのです。

ここでひとつアドバイスです❤️

頑張り屋さんに多いのですが、、、
自分の闇をみるために、、、

厳しい言葉がけ、、、
例えば刑事ドラマの中で警官が容疑者に尋問するような問い詰める言葉がけや態度はやめましょう〜

想像してみて下さい。
夜は真っ暗で何も見えませんが日の出が近づくと明るくなっていきます。
柔らかい朝の光で照らすだけで充分に周りのことを把握できます。

私達が優しい言葉や思いで自分自身を照らすだけで充分です。
その時見えたことをみえたまま把握していきましょう。
把握した上で「これからはどうしたいか」へと続きます。



2つめのアドバイス です❤️

自分を知ろうとすると、、、
「〜についてはみるのがしんどい」「知ろうとすると身体が反応する」と感じることもあるでしょう。


必要と感じるならば、、、
★お助けツールは世の中に沢山あります。
ヒーリング
石さん
エッセンス
アロマ
その他
があります。

また、、、
★「自分を知る」サポートをするプロの方に会いにいくのも良いでしょう
カウンセラー
コーチング
セラピスト
その他
いらっしゃいます。


前から「自分を知ること」をしていた皆さんは流れにのってきているのかもしれません。

あーだからこういうことが起こるんだとと感じているのでしょうか？
是非、縁ある方へ「自分を知る」話をシェアしていきませんか？
＾＾


 まるふうのつぶやき

だから、まるふうはこのメニューを提供している流れが来たんだなと思いましたよ。
渦中にいると分からないものです。

そして、、、
私の近くにいるセラピストさん達もそれぞれがこのメニューを提供する流れなんだと思いましたよ。


 
まるふうショップ


【まるふうリーディング＆メッセージ】
（メール セッション）
まるふう
まるふうかおりメールでお届けスピリチュアルリーディング &チャネリングメッセージ ◯スピリチュアルリーディング⭐️『あなたの可能性を狭めているものを突破する』ではあなたの可能性を狭めているものの突破口をリーディング。感情、身体、マインド、エネルギー、環境などのうちこれから変化させていくと良いところをお伝え…
marufu-salon.stores.jp



【まるふうヒーリング】
まるふう
まるふうかおりメールでお届けスピリチュアルリーディング &チャネリングメッセージ ◯スピリチュアルリーディング⭐️『あなたの可能性を狭めているものを突破する』ではあなたの可能性を狭めているものの突破口をリーディング。感情、身体、マインド、エネルギー、環境などのうちこれから変化させていくと良いところをお伝え…
marufu-salon.stores.jp



【まるふう  ルノルマンカードリーディング】
まるふう
まるふうかおり提供メニュー◎遠隔ヒーリング◎スピリチュアルリーディング &チャネリングメッセージ ◎ルノルマンカードリーディング ◎ルノルマンカード講座◯スピリチュアルリーディングについて⭐️『あなたの可能性を狭めているものを突破する』ではあなたの可能性を狭めているものの突破口をリーディング。感情、身体、マインド、エネルギー、環境など…
marufu-salon.stores.jp


【まるふう スピリチュアルリーディングセッション】
（zoomセッション）
まるふう
まるふうかおり提供メニュー◎遠隔ヒーリング◎スピリチュアルリーディング &チャネリングメッセージ ◎ルノルマンカードリーディング ◎ルノルマンカード講座◯スピリチュアルリーディングについて⭐️『あなたの可能性を狭めているものを突破する』ではあなたの可能性を狭めているものの突破口をリーディング。感情、身体、マインド、エネルギー、環境など…
marufu-salon.stores.jp"
【南行徳市民談話室 4月~6月の開催】月1回の習いごと【南行徳で絵の教室】★ココロと脳を元気に!,テーマ：◆教室・レッスン,"南行徳で「絵の教室」
月に1度、パステルアート・切り絵・ぬり絵などを描く「お教室」です。
入会金2,000円(木曜日・土曜日両方受講したい方は、4,000円必要です)
月1回500円
(画材セット別途必要)
  掃除・片づけなど・みんなで作りあげていく「お教室」です
  開催場所／日時
東京メトロ東西線　南行徳駅前
南行徳市民談話室 集会室４
  月1回木曜日9時～／土曜日18時～
  ●2025年4月26日㈯　(決定)
18時～19時30分
  ●2025年5月15日㈭　(決定)
9時～10時30分
  ●2025年5月24日㈯　(決定)
18時～19時30分
  ●2025年6月5日㈭　(決定)
9時～10時30分
  ●2025年6月21日㈯　(決定)
18時～19時30分
  ●2025年7月　日にち未定
  8月は暑いので休み　　引きこもって自宅でゆっくりしましょう
  　　　　　　　　　　　　　 入会金2,000円(木曜日・土曜日両方受講したい方は、4,000円必要です)
●1回500円
(画材セット別途必要)
      ●お子さまの入会も可能。
  ●自閉症・PTSD・鬱・ココロの病などご相談ください。
  ●強い心。仲間同士の絆をつくりあげてほしいため、受講者同士の小競り合い・ケンカをしても最低限の口だししかいたしません。
  ●人と人との距離感も学んでいただけると幸いです。
  ●ケガなどありましても責任は負えませんので、ご了承願います。
  ●宗教・販売等の勧誘は原則禁止。
      チョークのような画材を粉にして指で描くパステルアート
型紙を使うのでカンタン・キレイ
ココロと脳を元気にする「お教室」
ただ絵を描くだけではなく、仲間と会うことで健康長寿をめざし、感情と向き合い五感を活性化させ、認知症を遅らせたり、ご自身が一人暮らしになっても強い心で活き活きと生きられるように導くサードプレイスです
＊サードプレイスとは＝(仕事場でもなく家庭でもない第三の居場所)
    　介護施設・保育園・小学校・外国人学校・マルシェなどのイベントやワークショップができるようにご指導もできます。(修了証等・講座費用別途)
  ●いままでとは違ったコトをすることで思考や感情に変化があり、不妊だった方にお子さまができたり、不登校の児童が登校できるようになったり、障がいを持った方のパニックが減る。話せるようになる。落ち着きを取り戻すなど、たくさんの不思議なことがありました。
学校の先生・施設の職員さん・ご家族が驚くような奇跡があるかもしれませんね
ありがとうございます
    オリジナル講座
  パステルて描く万華鏡
パステルを削って粉にし型紙を使って描いていく
パステル画
    切り絵
絵柄にそってカッターナイフで切り絵を作り、
白い画用紙にパステルで色づけしたものを重ねて製作します。
切るのが苦手な方は、色づけだけでも。
  　     カラートーキングアート
ボールペンで好きな絵を描き、パステルで着色していきます。
    なないろ塗り絵
筆ペンで絵を描き、色鉛筆で塗っていきます。
見本がありますので『絵を描く自信がない人』でも大丈夫です。
  　   　     愛知教室の生徒さんの作品です
季節にあった絵やマンダラをパステルで描きました。
絵手紙を描く方もいらっしゃいました。
  　   　　         お問い合わせ・お申込み・ご相談
pandora7257leonet⚫︎gmail.com
⚫︎を@に変えてお申し込み、お問い合わせください
または
メールフォーム　から
      育脳メソッドを取り入れ、リフレーミングやミラーリングを活用したレッスン
リフレーミングとは、ネガティブな思考を前向き・ポジティブに変換する方法。

ミラーリングとは、深いレベルで信頼関係を築き安心して会話ができる環境をいいます。
    認知症予防、ココロの病・更年期・引きこもり再発防止にも効果的
パステルアートは、粉にしたパステルを指につけ、型紙を使って絵柄を描いたり、色つけしたりする色彩鮮やかなアートワークです。
  　癒しの効果があり、自分を見つめなおすことができ、周りに対して、優しい気持ちになれ、自分の本質を思い出すことができます。
  　集中するとこころがおちつき、精神的余裕ができることで、自己価値・自己評価を高めます。
                    ⚫︎主催者・講師⚫︎プロフィール
藤澤安樹子(ふじさわあきこ)
1969年(S44)　愛知県大府市出身　千葉県市川市在住

40歳をすぎた頃、パステルマンダラアートに出会い、ココロの解放・浄化にたどりつき
『幸せは、常に自分の中にあり、人生は自分自身が創りだすもの』　だと気づく

▪️2013年〜

『パステルマンダラアート』を独自に
『パステルで描く万華鏡』と称し愛知県で教室を開始．
  　ワークショップ・月に1度の習いごと・高齢者施設・障がい者施設・外国人学校・小学校・児童クラブなど3才から96歳までの方々と楽しく描いてきました。
    活動実績
《愛知県知多郡》
●東浦町マイプロデュース講座
●藤江小学校SSスクール
●東浦町内児童館母親クラブ
●東浦町生涯学習講座
●知多・三河地区公立小学校アフタースクール
●適応指導教室
●特別養護老人ホーム
●オレンジカフェ こころや
●大府病院イベント
●外国人学校
等々
  個展・作品出品
●2014年（平成26年） 現展 70回記念展
点描マンダラアート入選
●2019年（令和元年）第42回東浦町美術展
パステルマンダラアート「佳作」
【個展・作品展】
・東浦町・風見鶏
・半田市・カフェロカ
・阿久比町・Art&You
・豊田市・さんくろうギャラリー
・東浦町文化協会（新春文化展・美術展・中央文化展）
・岡崎市美術館美側展
・刈谷市美術館 CMD 展
・碧海信用金庫へきしん東浦支店
・愛知県中央信用組合 けんしん刈谷支店
・世界ねこアートコンクール展
・現代美術家協会　公募展
・GENTEN新春アートフェア銀座
・いちかわ街かど美術展
  2025.4.1
市川市文化振興財団　いちかわアーティストバンクに登録していただきました"
2025.4.18の診察 ~ステロイドは10ミリへ~,テーマ：ブログ,"次の診察予約日は4/21だったのだけど、
 16日くらいから、
 「あれ?なんかお尻の筋肉に違和感？」
「そう言えば、太ももも・・・?」
 なんて、不安になって
病院に電話で相談してみると、
 「18日の金曜日に来てください」と言ってもらえたので、
 予約日より3日早く診てもらいました。
 診察室に入ると
先生「血液検査はそんなに悪くはなかったんだ。どんな調子?」って・・・（あれっ？）
 検査結果は
前回(3/24)          今回（4/18)
潜血           　　　2+                    1+
白血球数　　　　166　　　　　　89
平均赤血球血色素濃度　31.9           31.5
CRP　　　　　　0.149　　　　　0.428
 「でも、CRPはちょっと高く出てるから、ステロイドは10ミリにしようか?
取越し苦労だといいね」と先生…
 今回の診察でステロイドは10ミリに・・・
 トホホ・・・
もうちょっと様子見て、
診察予約日に病院に行っていたら、
もしかしてCRPも正常範囲内で、ステロイドも1ミリ減っていたのかな?
 なんて妄想するけど、ステロイドが10ミリになって
なんだかホっとしています。

「再燃したかも？」のドキドキな不安を
背負うと、ステロイドはお守りですね。
 そして、当然、太ももやお尻の重たい感はなくなった
 多分、ステロイドの増量でなくて、
 先生の
「悪くなってないよ」の言葉だな
 そして、4/30の夜に、右眼の脇に
「ズキっ」と痛み
 「これは、結膜下出血だー」と思いつつ、
そのまま寝て、
朝起きたら、やっぱりおどろおどろしく血走っている右眼
 目立たないように
伊達メガネをして仕事しています。
 その後の痛みもないし、眼科の受診はしなくてもいいかな~と
悩んだけど、５/2に行ってきました。
 「眼球に異常はなく、いつものように見た目だけの問題で
目薬もでないけどね、この目薬を日常さしてみてもいいかも?」
 と、今回は
「ソフトサンティア」という目薬を勧められました。
 眼科でお薬としての処方はないのだけど、
薬局で4本で￥600くらいで販売されているそう。
 防腐剤も入ってないので、毎日の点眼も安心していいみたいです。
 この結膜下出血、減るといいな・・・と期待しつつ
買ってみようかな?と思ってます。
 そんなこんなのゴールデンウィークの前半
4/28(月）にお昼からのお休みをもらって、
 東京から帰省してきた息子と
大阪・関西万博に行ってきました。
 予報でも、お昼から夕方まで大雨となってたけど、
見事に大当たり
 傘をさしての初万博🥺
 平日と言っても、ゴールデンウィーク
ほんとにすごい人・人・人でした。
 事前予約は何も取れていなかったし、当日予約も取れたのは
2館だけだったけど、9時までに9つのパビリオンに入館できました。
 今回はゴールデンウィークだし、パビリオン目的でなく、
雰囲気だけでもいいよね・・・なんてズボラな行動派の私たちでしたが、
 コーヒーの販売を見つける度に購入して、各国のお味を楽しみました
 お口に入れたとたん、
「ギョ　薬草?」ってお味の国もあったけど、
 一緒に添えられていたデーツが美味しくて、
薬草味のcoffeeを美味しくしてくれました。
  人気パビリオンには入れなかったけど、
ミニサイズのコーヒーやクッキー、
のサービスがあるパビリオンもあって、
その国のちっちゃいおもてなしに、心が温かくなりました
 世界が丸く平和であって欲しいと
心から感じた万博でした。
  雨上がりの万博会場です。
大屋根リングからの撮影です。
  夕陽の横にはガンダム
 次回は、人気パビリオンにも挑戦したな

今月は平日休みがあるので、また行こうと思います

素敵なゴールデンウィークを✨✨"
ズンバ再び!,テーマ：ブログ,"本日はジムにてストレッチクラスとズンバと二つ参加しました。

なんとぉ、ズンバは私以外ご夫婦参加ー（小さいジムなので）
鉄の女の私もちょっとめげました。
亡き夫とは一緒にジムに行ってたこともありますのでねぇ。

でも多分旦那さんはズンバには参加しない（笑）

またまたテキトーに踊って終了、汗だくで帰宅♫

東京と名古屋にのみズンバウエアのお店があるそうです。
しかし私はどちらかと言うと水着の方が欲しいですねー(^ ^)

まずプロテイン飲みます。
んで大好きなゴボーの甘酢漬けを作りました♫

猫の姫様、マグロの刺身ならバクバク食べましたが栄養バランスなし。
困ったものですが、何も食べないよりマシ。

抗がん剤もまた税関で止まってて病院に在庫がないので丁度休薬出来ます。
しかし病気の進行で元々食欲低下していたのでどうなることやらです。

朝の茶色の嘔吐だけ止まったのでホッとしています。"
【５月個人セッション】人間関係・お金仕事・健康。これらの悩みから潜在意識を見つめ流れを変えよう♪,テーマ：▼ハイヤーセルフ個人セッション,"EINE（アイネ）東京  自由が丘 の
ハイヤーセルフリーディング個人セッション
  東急東横線・大井町線　自由が丘駅から
徒歩２分の場所にあります♪
  本来の自分に戻ること。
他者や世間の意見に左右されず、
自分の中の答えを信じて、活き活きと過ごすこと。
今よりも人生のステージ、質を高めていくこと。
使命・天命を知り、活動しながら
人様に貢献していくこと。

を望む方々に向けて
自由が丘、オンライン（zoom）で活動しています。
カウンセラー歴は20年♪
      ハイヤーセルフリーディング個人セッションとは？
    １対１でお悩みを伺う
ハイヤーセルフリーディング個人セッション。
      ハイヤーセルフとは
本来の自分であり、エゴのない自分。
    ハイヤーセルフには今を生きる上で
自分にとって最善の
【答え】【真実】があります。
    クライアント様は
ご自身のハイヤーセルフからの
メッセージを聴くことで
    今抱えている悩みや問題、
試練を乗り越え、
解決していく流れとなります。
    日常で起こる
人間関係、仕事・お金、健康での悩みは
今、何を学び、どう自己成長していくか
を知ることができるサインであり、
チャンスであります。
    日常での悩み・問題、、、
それらはすべて『自分の心のありよう』
『心の使い方』を映し出しており、
    どういった心のありよう・使い方が
今の悩み・問題を作り出していて
どう変えていくとそれらは解決していくのか？
を時間内にお伝えしております。
    心のありようが
すべての目の前の状況を作っています。
    ということは！
自分の心の使い方やありようを
変えていくことですべての悩み・問題は
解決していくこととなります。
    「人や状況を変える」でなく
「自分の心のありようを変える」
    悩み・問題を解決していく流れの中で
自己成長であり、
人生ステージをアップしていくことになります。
 
セッションは通常の会話のように行いますので、
リラックスしてご自身のお話をどうぞお聞かせください。
    どこをどう変えていくときか？を具体的に。
また帰宅後すぐに実践できることをお伝えします。
    すぐにできることをやってみることで
今ある悩みが解消し、
自分が変われば周りの人も状況も
変わっていけることを体感できます。
    試練、悩み、問題を前向きに。
安心して乗り越えていくことをサポートします。
    ありのまま、本来の自分へ近づきながら
「個」を輝かせ、活き活きと過ごしていきましょう♪
    どのようなお悩みを解決したいか
  【人間関係について】
✅人間関係でいつも疲れてしまう。トラブルになっている。
✅人のことが気になって、すぐに人に合わせてしまう。
✅自分の考えがない、と感じている。
✅人が自分をどう見ているか気になってしょうがない。
✅自分のことが信じられない。やりたいこともすぐにストップしてしまう。
✅孤独感が絶えない。人と楽しみながら過ごせない。
  【パートナーとの関係について】
✅悪くもないがよくもない夫婦関係を改善したい。
✅愛されていると思えない。
✅意思疎通ができていない。
✅家庭内の不和をよくしたい。
✅パートナーのやること全てにイライラする。
✅傷つける言葉を言ってしまう、言われる。
  【子育てについて】
✅子育てにおいて不安やイライラが絶えない。
✅いつも孤独感を持っている。
✅子どもがアトピーや喘息などアレルギーがある。
✅子育てに自信がない。
✅自分が思った通りに子どもをコントロールしたくなる。
✅わが子はかわいいのに手を挙げてしまう。
✅子どもが学校に行かない。
✅子どもの行動が全く理解できない。
✅子どもを愛せない。
  【身体の症状】
✅身体の症状で気になることがある。
✅肩こり・胃痛・頭痛・腰痛・生理痛などがひどい。
✅婦人科系の持病がある。
✅アトピーや喘息などのアレルギーを持っている。
✅便秘や下痢など腸の調子が悪い。
✅よく風邪をひく。
  【人生をよりよくしていくために・・】
✅自分でも変わりたいと思って頑張ってきたけれど変われていない。
どこをどう変えたらいいか？
✅自分の中にある可能性や資質、使命を知りたい。
✅使命を知り、人に貢献できるようになりたい。
✅お金での心配が尽きない。
✅今の仕事のままでいいのか不安。
自分らしさを活かした仕事をするにはどうしたらいいか。
✅自分で考え、自分で決めて、行動できるようになりたい。
✅人の意見に左右されず、自分軸をしっかり持ちたい。
  など、
●人間関係（夫婦間、お子さん、職場、ママ友、ご友人、所属しているコミュニティ）
●仕事・お金
●健康
に関するお悩みに対し、
ハイヤーセルフメッセージによる
解決への流れをお伝えします。
    お越しいただいている方々は？
  ●年齢は10代から70代までの方たち、
男女問わずお越しいただいています。
  ●会社経営者・会社勤務（営業職・事務職・技術職・販売接客）・個人事業主（自営業）・医師・歯科医師・薬剤師・看護師・管理栄養士・医療事務・税理士・保育士・書家・料理教室の先生・オーラソーマプラクティショナー・セラピスト・ヘッドスパニスト・エステティシャン・漢方茶ブレンダー・アロマ講師・マヤ暦セラピスト・ウォーキング＆姿勢のトレーナー・Webデザイナー・デザイナー・CA・ビジネスコンサルタント・婚活コンサルタント・カラーコンサルタント・イメージコンサルタント（順不同）
など様々な職業の方々にお越しいただいています。 
   以下の地域からお越しいただいています
東京・埼玉・神奈川・千葉・群馬・茨城・栃木・青森・新潟・石川・岐阜・静岡・京都・兵庫・大阪・広島・長崎・福岡・ロンドン・ドイツ
    セッションの詳細について
  ～人間関係・お金・健康での悩みを解決し、
人生ステージを上げていくセッション～

【セッション時間・料金】
●30,000円（税込み）／60分
●40,000円（税込み）／90分
いずれかをお選びいただけます。

中学生～大学生の日程・料金
につきましては、
下記フォームよりお問い合わせください。
  お問い合わせフォーム   
    【セッション開催方法】
●自由が丘EINEオフィスでの対面
●オンライン（zoom）
いずれかをお選びいただけます。
    ５月セッション日程
  ５月７日（水）10:30～×／13:30～×
５月12日（月）13:00～
５月13日（火）10:30～／13:30～／20:00～×
５月16日（金）10:30～×／13:30～
５月17日（土）10:00～×／11:00～
５月19日（月）10:30～×／13:30～
５月23日（木）10:30～／13:30～
５月26日（月）10:30～×／13:30～
５月31日（土）13:00～×
  ＊追加日程、日程の変更は随時ご案内いたします。 
＊開始時間のご相談も可能な範囲となりますが
承ります。
    【ハイヤーセルフリーディング個人セッション担当】
  津谷幸子（つやゆきこ）
    お申込み・お問い合わせ・ご感想はこちらから
  お問い合わせフォーム    
お申込みフォーム
    個人セッションご感想はこちらから
  ＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊
  下記のサービスをご利用の方々は、、、
  専用サイトよりお申込みいただきますよう、
よろしくお願いいたします♪
  ＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊

日常で起こる悩みを解決し、自分軸太く、
人様や世間の考えによって左右されず、
自分らしく活き活きと過ごしていけますよう
全力でお手伝いいたします。"
