식당 url,restaurant_name,translated_restaurant_name,menu,price,img_url
https://retty.me/area/PRE13/ARE11/SUB1101/100000079206/,季節料理 竹仙,계절 요리,[계절 권장 사항],
https://retty.me/area/PRE13/ARE11/SUB1101/100000079206/,季節料理 竹仙,계절 요리,★ 방문 할 때 매장 내 메뉴를 확인하십시오!,
https://retty.me/area/PRE13/ARE11/SUB1101/100000079206/,季節料理 竹仙,계절 요리,(예),
https://retty.me/area/PRE13/ARE11/SUB1101/100000079206/,季節料理 竹仙,계절 요리,하사나마 천연 얌 오믈렛,1300円
https://retty.me/area/PRE13/ARE11/SUB1101/100000079206/,季節料理 竹仙,계절 요리,genho 버섯 (튀김/사케 찐),1300円
https://retty.me/area/PRE13/ARE11/SUB1101/100000079206/,季節料理 竹仙,계절 요리,[Takesen Original Miyagi Local Menu],
https://retty.me/area/PRE13/ARE11/SUB1101/100000079206/,季節料理 竹仙,계절 요리,대나무 Sengokuza,700円
https://retty.me/area/PRE13/ARE11/SUB1101/100000079206/,季節料理 竹仙,계절 요리,쇠고기 혀,1200円
https://retty.me/area/PRE13/ARE11/SUB1101/100000079206/,季節料理 竹仙,계절 요리,정의 마운틴 트라이앵글 튀김 아유,700円
https://retty.me/area/PRE13/ARE11/SUB1101/100000079206/,季節料理 竹仙,계절 요리,Sendai 튀김 두부 가지,780円
https://retty.me/area/PRE13/ARE11/SUB1101/100001724047/,焼き鳥きんざん 神田店,Yakitori Kinzan Kanda 지점,[훌륭한 요리/닭 요리],
https://retty.me/area/PRE13/ARE11/SUB1101/100001724047/,焼き鳥きんざん 神田店,Yakitori Kinzan Kanda 지점,소금 녹색 양파 트롤리 간,759円
https://retty.me/area/PRE13/ARE11/SUB1101/100001724047/,焼き鳥きんざん 神田店,Yakitori Kinzan Kanda 지점,일본 스타일의 오리 허리,858円
https://retty.me/area/PRE13/ARE11/SUB1101/100001724047/,焼き鳥きんざん 神田店,Yakitori Kinzan Kanda 지점,저온 치킨 유케 스타일,770円
https://retty.me/area/PRE13/ARE11/SUB1101/100001724047/,焼き鳥きんざん 神田店,Yakitori Kinzan Kanda 지점,오야마 치킨 수제 간 페이트,825円
https://retty.me/area/PRE13/ARE11/SUB1101/100001724047/,焼き鳥きんざん 神田店,Yakitori Kinzan Kanda 지점,・ 추가 버킷 (3 장),165円
https://retty.me/area/PRE13/ARE11/SUB1101/100001724047/,焼き鳥きんざん 神田店,Yakitori Kinzan Kanda 지점,[야키토리],
https://retty.me/area/PRE13/ARE11/SUB1101/100001724047/,焼き鳥きんざん 神田店,Yakitori Kinzan Kanda 지점,우리는 당신이 각 유형의 Yakitori의 최소 2 병을 주문하도록 요청합니다.,
https://retty.me/area/PRE13/ARE11/SUB1101/100001724047/,焼き鳥きんざん 神田店,Yakitori Kinzan Kanda 지점,[유명한] Kinzanyaki,330円
https://retty.me/area/PRE13/ARE11/SUB1101/100001724047/,焼き鳥きんざん 神田店,Yakitori Kinzan Kanda 지점,"심장 (소스, 소금)",242円
https://retty.me/area/PRE13/ARE11/SUB1101/100001766145/,モダン中華×和食居酒屋 大人の隠れ家 神田ばる,현대 중국과 일본 이자카야 성인 은신처 칸다 바루,우리의 권장 사항 ations,
https://retty.me/area/PRE13/ARE11/SUB1101/100001766145/,モダン中華×和食居酒屋 大人の隠れ家 神田ばる,현대 중국과 일본 이자카야 성인 은신처 칸다 바루,"수제 방법 ""Xiaolongbao""",580円
https://retty.me/area/PRE13/ARE11/SUB1101/100001766145/,モダン中華×和食居酒屋 大人の隠れ家 神田ばる,현대 중국과 일본 이자카야 성인 은신처 칸다 바루,소금 양파와 구운 쇠고기 혀,1080円
https://retty.me/area/PRE13/ARE11/SUB1101/100001766145/,モダン中華×和食居酒屋 大人の隠れ家 神田ばる,현대 중국과 일본 이자카야 성인 은신처 칸다 바루,쇠고기 힘줄 조림,680円
https://retty.me/area/PRE13/ARE11/SUB1101/100001766145/,モダン中華×和食居酒屋 大人の隠れ家 神田ばる,현대 중국과 일본 이자카야 성인 은신처 칸다 바루,우리 가게의 자랑스러운 스튜,680円
https://retty.me/area/PRE13/ARE11/SUB1101/100001766145/,モダン中華×和食居酒屋 大人の隠れ家 神田ばる,현대 중국과 일본 이자카야 성인 은신처 칸다 바루,Mentaiko 튀긴 계란 롤,
https://retty.me/area/PRE13/ARE11/SUB1101/100001766145/,モダン中華×和食居酒屋 大人の隠れ家 神田ばる,현대 중국과 일본 이자카야 성인 은신처 칸다 바루,수제 조개 찐 사케,680円
https://retty.me/area/PRE13/ARE11/SUB1101/100001766145/,モダン中華×和食居酒屋 大人の隠れ家 神田ばる,현대 중국과 일본 이자카야 성인 은신처 칸다 바루,샐러드,
https://retty.me/area/PRE13/ARE11/SUB1101/100001766145/,モダン中華×和食居酒屋 大人の隠れ家 神田ばる,현대 중국과 일본 이자카야 성인 은신처 칸다 바루,따뜻한 타마 세사 샐러드,660円
https://retty.me/area/PRE13/ARE11/SUB1101/100001766145/,モダン中華×和食居酒屋 大人の隠れ家 神田ばる,현대 중국과 일본 이자카야 성인 은신처 칸다 바루,해산물 샐러드,760円
