식당 url,restaurant_name,translated_restaurant_name,menu,price,img_url
https://retty.me/area/PRE13/ARE2/SUB1601/100000010661/,有薫酒蔵 新橋店,Arikaun Sake Brewery Shinbashi 지점,◆ Sashimi (우리는 Sashimi가 절반의 금액으로 할 것입니다.),
https://retty.me/area/PRE13/ARE2/SUB1601/100000010661/,有薫酒蔵 新橋店,Arikaun Sake Brewery Shinbashi 지점,말 스테이크,1600円
https://retty.me/area/PRE13/ARE2/SUB1601/100000010661/,有薫酒蔵 新橋店,Arikaun Sake Brewery Shinbashi 지점,신선하게 잡힌 말 고등어,1600円
https://retty.me/area/PRE13/ARE2/SUB1601/100000010661/,有薫酒蔵 新橋店,Arikaun Sake Brewery Shinbashi 지점,슬러프,1500円
https://retty.me/area/PRE13/ARE2/SUB1601/100000010661/,有薫酒蔵 新橋店,Arikaun Sake Brewery Shinbashi 지점,GOTO입니까?,1600円
https://retty.me/area/PRE13/ARE2/SUB1601/100000010661/,有薫酒蔵 新橋店,Arikaun Sake Brewery Shinbashi 지점,히라 마사의 얇은 구조,1700円
https://retty.me/area/PRE13/ARE2/SUB1601/100000010661/,有薫酒蔵 新橋店,Arikaun Sake Brewery Shinbashi 지점,타카 보사,1600円
https://retty.me/area/PRE13/ARE2/SUB1601/100000010661/,有薫酒蔵 新橋店,Arikaun Sake Brewery Shinbashi 지점,고등어 사시미 (가을에서 겨울),1700円
https://retty.me/area/PRE13/ARE2/SUB1601/100000010661/,有薫酒蔵 新橋店,Arikaun Sake Brewery Shinbashi 지점,다양한 사시미 (개인 서빙),2600円
https://retty.me/area/PRE13/ARE2/SUB1601/100000010661/,有薫酒蔵 新橋店,Arikaun Sake Brewery Shinbashi 지점,◆ 구운 음식,
https://retty.me/area/PRE13/ARE2/SUB1601/100000732067/,ビアライゼ ’98,생체 '98,◆ 메뉴를 설정하십시오,
https://retty.me/area/PRE13/ARE2/SUB1601/100000732067/,ビアライゼ ’98,생체 '98,Nada Colo 세트 (이전 세대의 Nada Colombian Croquettes와 Asahi 배럴 세트!),1075円
https://retty.me/area/PRE13/ARE2/SUB1601/100000732067/,ビアライゼ ’98,생체 '98,"해피 세트 (Malev + Duck, Cold Tofu 및 Egg Ten)는 오후 4시에서 오후 8 시로 제한됩니다.",998円
