product_name,translated_name,price,img_url
森半　お抹茶＆あんこメロンパン,Morihan Matcha & Anko Melon 빵,171,https://www.lawson.co.jp/recommend/original/detail/img/l781619.jpg
森半　お抹茶＆ミルクホイップサンド,Morihan Matcha & Milk Whip 샌드위치,160,https://www.lawson.co.jp/recommend/original/detail/img/l781620.jpg
抹茶わらび,말차와 라비,200,https://www.lawson.co.jp/recommend/original/detail/img/l782936.jpg
お抹茶大福,말차 대피쿠 쿠,214,https://www.lawson.co.jp/recommend/original/detail/img/l782769.jpg
お抹茶大福仕立てのもち食感ロール,말차 대피 쿠 쿠로 만든 모키 텍스처 롤,408,https://www.lawson.co.jp/recommend/original/detail/img/l780045.jpg
もっちりクレープ　あんこ＆チーズクリーム,"질긴 크레페, 콩 페이스트 및 치즈 크림",246,https://www.lawson.co.jp/recommend/original/detail/img/l780047.jpg
ベーコンチーズエピ,베이컨 치즈 에피,192,https://www.lawson.co.jp/recommend/original/detail/img/l781621.jpg
はみでるバーガー　メンチカツ,Hamideru Burger Menchi Cutlet,214,https://www.lawson.co.jp/recommend/original/detail/img/l781622.jpg
フレンチトースト　4個入,프렌치 토스트 4 조각,181,https://www.lawson.co.jp/recommend/original/detail/img/l781623.jpg
大きなサンドイッチ　野菜照焼チキンサンド,큰 샌드위치 야채 테루야키 치킨 샌드위치,430,https://www.lawson.co.jp/recommend/original/detail/img/l781586.jpg
大きなサンドイッチ　オムレツサンド,큰 샌드위치 오믈렛 샌드위치,430,https://www.lawson.co.jp/recommend/original/detail/img/l781587.jpg
ペッパーマカロニサラダ,후추 마카로니 샐러드,257,https://www.lawson.co.jp/recommend/original/detail/img/l779212.jpg
コールスローサラダ,대학 슬로 샐러드,257,https://www.lawson.co.jp/recommend/original/detail/img/l777100.jpg
食物繊維が摂れる　豆腐とひじきの和風サラダ,식이 섬유를 가져다주는 두부와 히지키 일본식 샐러드,289,https://www.lawson.co.jp/recommend/original/detail/img/l777622.jpg
こだわりおだし　あさりとあおさ,전문 DASHI : 조개와 AOSA,599,https://www.lawson.co.jp/recommend/original/detail/img/l779568.jpg
半熟玉子ぶっかけうどん,반 보일 계란 Bukkake Udon,538,https://www.lawson.co.jp/recommend/original/detail/img/l781500.jpg
大盛ソース焼そば,튀긴 국수의 큰 서빙,497,https://www.lawson.co.jp/recommend/original/detail/img/l782039.jpg
からあげクン　明太チーズ味,Karaagekun mentai 치즈 맛,268,https://www.lawson.co.jp/recommend/original/detail/img/l780546.jpg
メガメンチ,메가 멘,235,https://www.lawson.co.jp/recommend/original/detail/img/l780114.jpg
メガコロッケ,메가 크로켓,195,https://www.lawson.co.jp/recommend/original/detail/img/l780181.jpg
ゆかり監修　お好み焼とソース焼そば,"Yukari, Okonomiyaki 및 Sauce Yakisoba가 감독합니다",630,https://www.lawson.co.jp/recommend/original/detail/img/l744447.jpg
たっぷりタルタルのチキン南蛮弁当,많은 타르타르와 함께 많은 치킨 난반 벤토,697,https://www.lawson.co.jp/recommend/original/detail/img/l780449.jpg
とじない！厚切りロースカツ丼,멈추지 마세요! 두꺼운 얇게 썬 릴 수리 커틀 그릇,697,https://www.lawson.co.jp/recommend/original/detail/img/l20250506chubo0001.jpg
手巻寿司　海老マヨ,손으로 롤링 된 스시 새우 마요네즈,246,https://www.lawson.co.jp/recommend/original/detail/img/l783538.jpg
手巻寿司　ねぎとろ,손으로 롤링 된 스시 - 양파 토로,246,https://www.lawson.co.jp/recommend/original/detail/img/l783537.jpg
手巻寿司　サーモンマヨ,"손으로 롤링 된 초밥, 연어 마요네즈",246,https://www.lawson.co.jp/recommend/original/detail/img/l783536.jpg
手巻寿司　納豆,손으로 롤링 된 스시 나토,203,https://www.lawson.co.jp/recommend/original/detail/img/l783534.jpg
大きなおにぎり　しば漬けしそひじき,시바 절인 시소히키 (Shisohijiki)와 큰 쌀 공,246,https://www.lawson.co.jp/recommend/original/detail/img/l783303.jpg
だしおにぎり(沢庵おかか),Dashi Rice Ball (Takaan Okoka),138,https://www.lawson.co.jp/recommend/original/detail/img/l783306.jpg
有楽製菓　濃苺サンダー,유라 커 제과 두꺼운 딸기 샌더,76,https://www.lawson.co.jp/recommend/original/detail/img/l778528.jpg
明治　北海道あずき抹茶氷,Meiji Hokkaido Azuki Matcha Ice,219,https://www.lawson.co.jp/recommend/original/detail/img/l779678.jpg
